question,answer
红旗红旗HS52022款 改款 2.0T 智联旗享版售价,19.98万
红旗红旗HS52022款 改款 2.0T 智联旗享版优点,满意的地方很多，外观很好看，从上市以后就喜欢上了，也一直在关注，内饰大连屏一直是我的最爱，配置也很高，液晶仪表，抬头显示，360影像，12喇叭的BOSS音响，我是属于那种开车必须有声音的那种，所以这个音响我很满意（我的多媒体屏幕还没激活，红旗智联还不可以用，因为坐过很多次我同事的车，所以对它的音响效果感受挺深）电动座椅作为东北人来说，冬天简直就是一个福音，通风还没用过，但是我之前的车夏天即使开空调后背也会湿，开了红旗以后，估计不会再有这种尴尬的事了！动力方面2.0+爱信6AT，响应很及时，还有那个风琴式油门踏板，太爱了！！！还有前后排的空间，真的很大，特别大！！！还有一点特别人性化的设计，真的很加分，就是后排的玻璃升降，每测车门都是两个按键，坐在一侧就可以直接控制另一侧的车窗，这个真的很贴心！！！氛围灯也很喜欢，晚上开起来车内氛围很好，心情都提升了！上面说的这些配置，其实都是我喜欢的，当初看完hs5得配置单，确实惊艳到我了，基本上把我喜欢的配置全带了！哈哈�
红旗红旗HS52022款 改款 2.0T 智联旗享版缺点,不满意的地方也挺多的，第一就是油耗了，倒不是说它费油，只能说是这个级别，这个排量，这个吨位的车，应该没有太省油的，新车开了500多公里，3.9日提的车，3.10号跑完一箱油，这一箱油综合油耗是在11左右，都是上下班或者城市外环，没跑过高速！总体来说我可以接受！毕竟当初买之前就有心理准备，估计后期过了首保，还会有惊喜！第二处不满意的就是后备箱的空间了，太小！比我原来的捷达没大太多，和我的迈腾比小太多了，这个是为了提升后排的使用空间所以牺牲了后备箱！第三点就是隔音了，或者说是发动机的声音，加油门发动机的声音能够很清晰的传入车内，速度上来大概在100以后，车门能听见呼呼的风声，如果打开音响应该会好很多！
红旗红旗HS52022款 改款 2.0T 智联旗享版外观,外观不用多说，就是漂亮！很喜欢前脸的进气格栅，不过新款没有老款好看！尤其金色，就是好看！黑色看起来更稳重一些，但是我还是觉得金色更大气！同样，我那辆迈腾也是金色的！当初买迈腾就很多人劝我买黑色，即使过去快两年了，也没觉得金色迈腾不好看哈哈
红旗红旗HS52022款 改款 2.0T 智联旗享版性价比,性价比满分，最近这几天优惠幅度很大，长春地区现金优惠就五万，甚至市政府区政府的购车补贴，在加上一汽集团的补贴，现在入手真的很合适！而且红旗还有终身免费质保，后面用车也无需过多担心，总有人说国产车这里不行那里不行，作为一名汽车人，这点我也同意一些，虽然国产车和合资车比还是有差距，但是这个差距在一点点的缩小！而且红旗有终身质保的加持，这份担心我觉得没有太大的必要了！哪里出了毛病换哪里就是了！！！
红旗红旗HS52022款 改款 2.0T 智联旗享版内饰,内饰没得挑，大连屏看过奔驰之后，就开始喜欢大连屏！电子档杆，抬头显示，氛围灯，这些都是特别喜欢的配置！
红旗红旗HS52022款 改款 2.0T 智联旗享版油耗表现,"油耗在我心理预期内，这个东西不同的人不同的脚法，甚至同一人同一段路油耗都能差很多！
我提车刚回来的时候，赶上下班高峰，不堵的时候半小时的路，回来开了将近一小时，单程油耗12个油！第二天早上回去取拍照，同样的路线，不怎么堵车，8.2个油！有外环不怎么堵车基本不到8个！不过我才开了一箱油，大家参考一下就好！总体来说我觉得可以！！！"
红旗红旗HS52022款 改款 2.0T 智联旗享版动力表现,动力很强，方向盘也很轻，手感很好！刹车前半段感觉有点软，后半段得深踩一些！过弯变道很轻松，特别丝滑！
红旗红旗HS52022款 改款 2.0T 智联旗享版空间感受,空间满分，唯一就是这个后备箱，确实值得吐槽，太小！！！
红旗红旗HS52022款 改款 2.0T 智联旗享版智能配置,配置直接拉满了，该有的都有了！总体来说我很满意！
广汽传祺影豹2023款 J20·智能混动版售价,14.80万
广汽传祺影豹2023款 J20·智能混动版优点,最满意的是影豹车的颜值，它的外观设计比较年轻化，具有运动感，车身外观线条流畅，内饰选用的浅色搭配，看上去也比较符合我日常的风格。驾驶过程中感觉起步的时候声音很低，加速的时候很轻松，感觉动力很强。
广汽传祺影豹2023款 J20·智能混动版缺点,混动车驾驶的时候给我的感觉很好，可惜价位没有什么优惠，提车等了两个礼拜，还不能上绿牌。
广汽传祺影豹2023款 J20·智能混动版外观,它的外观战机造型，车形很帅气，全LED锋芒大灯，晚上前面的LED大灯亮起来的时候，从正面远远望去就像一只即将奔跑的豹子一样。
广汽传祺影豹2023款 J20·智能混动版性价比,性价比还是OK的，混动车本来就比燃油车贵点，根据市场上车内配置以及同样配置的车型来说，比其他品牌来说还是有优惠的。
广汽传祺影豹2023款 J20·智能混动版内饰,10.25英寸中控显示屏连屏设计，画面清晰度也很高。多功能真皮方向盘，手握住驾驶的时候给人一种很有安全感。一触即发式按键启动，方便快捷，避免在晚上时候启动车的时候去找钥匙孔了。皮质座椅，颜色搭配好看，唯一不足的是不太耐脏，清理的时候很费劲。
广汽传祺影豹2023款 J20·智能混动版油耗表现,油耗的话基本上就是5-6个左右吧，宣传上写的是一箱油能跑1500公里，后续开车的话，也差不太多，确实是挺省油的。它也不像那种插混的，还需要经常给它充电，这个在驾驶模式的情况下直接都可以自动充电，非常方便。
广汽传祺影豹2023款 J20·智能混动版动力表现,前排电动座椅可以自动调节座位，还有加热功能，在冬日的时候给我一种暖暖的幸福感；三种驾驶模式切换，根据开车的路况，随心调节；智能语音控制系统，连接多媒体、导航、电话、空调、天窗等，但是小孩子有时候和小祺在一块胡讲话，搞得心里烦烦的。软包皮质设计，坐在里面驾驶的时候非常舒服，起步的时候感觉到非常的安静，加速的时候反应很迅速灵敏。
广汽传祺影豹2023款 J20·智能混动版空间感受,车内部空间还是可以的，毕竟车身长4米7，宽1米8多，平常我坐在前面还是感觉很宽敞的。后面坐三个大人的话还是可以的，他们说也不拥挤，可能是因为我家人比较瘦的关系腿长的话，估计会有点不适应。后背箱存放空间还是蛮大的，就是开口的高度设计的不是太合理，有时候买的东西比较大件了，就必须放到后排座椅上面，如果后备箱的高度再高点儿，效果会更棒的。
广汽传祺影豹2023款 J20·智能混动版智能配置,驾驶座智能记忆功能、行车记录仪、外后视镜电动调节、加热、电动折叠、空调、倒车影像等，这些配置车上都有，也都是在平常上路开车的时候常用到的，感觉这些配置还是挺实用的。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型售价,22.33万
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型优点,这个车买了最要是给老婆开的，车子的外观她很喜欢，奥迪的内饰也很漂亮，品牌也不错，安全性我也比较认可。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型缺点,没什么不满意的地方，新车各方面的表现都很好。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型外观,外观我觉得很漂亮，这个大灯和尾灯都很好看，车身也显得很运动。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型性价比,性价比还不错，十几万落地开奥迪，车子的使用成本也不高，真的很不错。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型内饰,内饰很精致，老婆喜欢就是最重要的，本来就是给她买，新车里面没有异味，这个点我是很满意的。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型油耗表现,油耗是真的低，百公里油耗只需要7.1L，老婆开的也不多，一个月就几百块钱油费。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型动力表现,驾驶感受还不错，我觉得这个车很灵活，停车很方便，比我的宝马五系开起来还好开一些。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型空间感受,空间还是可以的，本来就是老婆开，我自己有车，所以也够用了。
奥迪奥迪A32023款 Sportback 35 TFSI 时尚致雅型智能配置,配置只能说够用，没什么科技型的配置，豪华品牌都是这样的。
极氪极氪0012023款 WE版 86kWh售价,30.00万
极氪极氪0012023款 WE版 86kWh优点,我是23年最新款的，比较满意的就是乘坐舒适度，操控相当不错，开着是真稳，座椅相比22款软了很多，坐着很舒服。
极氪极氪0012023款 WE版 86kWh缺点,不太满意的就是车机问题，这个伊娃有时候没反应，就是你让他做个啥事他如果不会他也不会给你任何回应，就比较尴尬，你回复个你不会也比不回应强。
极氪极氪0012023款 WE版 86kWh外观,我选的白色的，比较耐脏，前脸看着很低趴，特别战斗，车又宽，帅，尾部辨识度非常高，贯穿式的尾灯特别漂亮，特别是点亮以后。
极氪极氪0012023款 WE版 86kWh性价比,性价比感觉还可以吧，买的时候看了特斯拉的毛豆歪，也试驾了，后排因为空间太小放弃了，又试了试理想的L7，车也比较大，最大的问题是开着晃，跟船一样，就放弃了。最钟还是选择了极氪的001，各方面都是我想要的。
极氪极氪0012023款 WE版 86kWh内饰,我选的灰色内饰，配上绿色安全带和绿色锋线，是我最新换的搭配，真皮打孔座椅坐着也很舒服，可以通风加热还可以按摩，儿子坐上一会就睡着了，虽然是单层玻璃，但是隔音非常好，双叉臂悬挂操控又好，乘坐舒适度也高。
极氪极氪0012023款 WE版 86kWh油耗表现,西安的天气冬天也不怎么冷，续航在三百五到四百左右，最近气温升高了，续航一下上去了，跑个四百多没问题，电耗在17左右，不开空调话能好还能再低一点。
极氪极氪0012023款 WE版 86kWh动力表现,这车别的不说，驾驶感受肯定是一流，操控没得说。开过电车以后保证你不会在开油车，回不去了。即平顺，加速又快。
极氪极氪0012023款 WE版 86kWh空间感受,我身高一米七五，75公斤，调好前排座椅后，后排还可以跷二郎腿，后面坐三个和我同样身材的人横向空间也很宽松，毕竟五米长的车，三米的轴距，两米的车宽，扶手箱也够用，中控台底下可以放一些纸巾类的东西，平时后面不太坐人，中间的扶手我都是放下来的。
极氪极氪0012023款 WE版 86kWh智能配置,智能化的硬件配置是挺高的，中控15.7英寸的大屏幕，8155的芯片，再加上HUD投屏，这些都是标配，软件上面网上吐槽的比较多，但是我都还没有遇到，目前车机够用，倒车影像360清晰度也很高，我选装了雅马哈的音响，音质很棒，爱去听里面有个每天三十首歌，我每天都点那个，每天都更新，很不错。
别克君越2022款 Avenir艾维亚 先享型售价,26.58万
别克君越2022款 Avenir艾维亚 先享型优点,这个车在用车的过程中还是满意的地方很多的，比如说服务方面做的确实非常的不错，有什么一些小的问题直接给我解决了，这是一点非常好，而且这个车的外观我也是非常满意的，当时不要黑色的，直接选了这个红色的，对这个红色也是情有独钟，感觉比较亮一些，尤其是我喜欢把车洗的干干净净的。像这样的天气晴朗，天气开始出去心情都是要好了很多，而且这个车的功能配置也是我比较喜欢的功能配置，这个车的方面有多功能的方向盘自适应的巡航，权益金的显示屏，包括这个车的音响效果也特别的不错的，还有就是这个安吉星的远程启动，远程启动确实非常的不错。再就是这个车的动力2.0t加上9速的变速箱，这个车的动力在这个车市区开是绝对没有问题的，而且油耗也不高，换挡也非常的平顺这些都是我满意的地方的。
别克君越2022款 Avenir艾维亚 先享型缺点,其实这个车的内饰做工还是非常不错的，要是实在说出点儿不满意的地方就是这个车的白色内饰，白色内饰，说实话真的是不耐脏我都是套了一个简易的小坐垫，这样的话能缓解一部分的脏物吧，整体来说其他地方做工和细节方面还是不错的。
别克君越2022款 Avenir艾维亚 先享型外观,外观确实非常大气，这个车的外观19寸的大轮毂确实五幅的轮毂显得比较大气一些，而且这个颜色也比较休闲，可以商用也可以家用开着比较好看一些，我不喜欢那些太运动的车型，这个车运动中带了几分的稳重。确实非常的不错而且性价比也非常的高，颜色的话还是专属的颜色中网也是特别好的，中午啊特别的好看的。
别克君越2022款 Avenir艾维亚 先享型性价比,这个车综合起来的性价比还是非常高的，当时买车的时候也看过了同级别当中的很多车型大众帕萨特迈腾应该是很多人都在比较的吧说实话那两款车的话，双离合变速箱刚开始开的时候感觉还特别的不错，但是我朋友那台那几台顿挫感确实非常的不好而且还有一台换过了变速箱最后还是不放心，就不买他那个车了最终还是选择了君越，君越毕竟说是9at的而且还有保修八年十六万公里的质保，性价比还是非常不错的，二十万出头就能买到最高配的车型，真的是性价比非常高了。
别克君越2022款 Avenir艾维亚 先享型内饰,内饰的很多细节做工方面也特别的不错，空调响应速度也是挺快的而且一些细节的方面都是用软材料包裹的，包括仪表台都是用的菱格纹的设计的。座椅的内饰是白色的，唯独这个内饰可能颜色稍微有点浅，不耐脏但是坐在里边确实不压抑，很温馨的感觉，后期的颜色座椅可以套作套嘛，很多也是非常不错的电子排档，包括一些细节车内的氛围灯也做工都是非常好的，网上有了氛围灯的点缀确实非常的温馨也特别的好看。
别克君越2022款 Avenir艾维亚 先享型油耗表现,这个车我家用主要是用这个车的油耗对于我来说的话还是能欣然接受的，平时开也不超过十个油耗，这个车的油耗表现还是非常的不错的在城市里开动力，有这个车的油耗我也是欣然接受了。我的老家是平度的小县城，对于我在这个小县城里开开个这样的小车，包括空间大小油耗表现而且相对来说烧九十五的汽油我什么不太满意。
别克君越2022款 Avenir艾维亚 先享型动力表现,驾驶感受真的是yyds这个车的动力确实非常的强劲，而且这个车轻轻一加油门速度就提起来了，无论介入的特别的快，而且发动机变速箱也特别的平顺，跑高速的时候，加速的时候游刃有余想抄谁就抄谁的，感觉在市区开又是比较平顺这个车可以运动，可以超车，可以平顺真的是非常的不错的动力，驾驶感受，包括方向盘的指向性也特别的不错车的比较宽，底盘也比较稳比较扎实。
别克君越2022款 Avenir艾维亚 先享型空间感受,这个车的空间用料还算是非常的不错的，整体空间比较大一些，坐在后排翘着二郎腿都是没有问题的，而且这个车的玻璃都是双层玻璃的，包括隔音做工也非常不错的后排坐三个人绝对是没有问题，地板基本上都是全屏的设计。主驾驶的位置我身高一米八体重的话也就在一百八十斤左右不觉得拥挤，对于我这个体型来说，开这个车的空间还算是非常的不错的。
别克君越2022款 Avenir艾维亚 先享型智能配置,这个车很多的配置还是很多的，我尤其喜欢这个车的音响，boss的十一个扬声器音响效果特别的很厚，还有就是这个车的自适应巡航跑高速的时候确实给我省了很大一部分的力。
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line售价,21.68万
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line优点,"22年5月中旬提的车，分享一下车辆使用感受。
外观这块，st的运动套间加持，整体来看还是很大气的，有老少通杀的潜质。
内饰1.2米大屏幕很是科幻，但是中看不中用，主要实体按键太少了，如果大屏遇到突发状况什么都干不了了，内饰氛围灯不是特别精致，但是空间真的大，我身高195不觉得很憋屈，买这个车主要看的是空间。"
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line缺点,"【最不满意】
那中控大屏幕，花里胡哨啥也不是，中看不中
用，功能实用性极差，语音控制系统小概率出现
讲话没反应，车上有人真不敢用生怕丢人。还不支持carplay，而且送的流量很少，连自己手机很麻烦，

行驶过程中在变速箱要换挡的时候松油门，顿挫会很明显，非常难受。
提车快一年了车机已经反应已经有点小慢
了，尤其是在刚刚发动的时候，是肉眼可见的慢，座椅记忆也是靠车机，我媳妇168我195每次换人时人脸识别都要等上1分钟，我媳妇还好我要上车卡主半天，如果手动调节座椅记忆会记录新的位置，很是不便。然后就是后视镜太小了，而且不知道是角度问题还是别的什么问题，晚上开车车里的氛围灯会
反光到后视镜上，因为贴了隐私膜所以会更明现，白天前玻璃也会被内饰反光，车友说有防反光垫，我还没买，等买了再试试！"
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line外观,"白色车神，加上悬浮车顶21寸轮毂,红色卡钳喷漆加上运动套间，真的很喜欢，外观就是不是特别惊艳但是很耐看的那种。"
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line性价比,车刚出没有什么优惠全款提车，保险6千多购置税2万多上牌2000送了油卡送了三次免费保养 贴膜行车记录仪脚垫，总共下来24万多
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line内饰,"中控没有实体按键，但是作为90后，虽然已入中年，但是对科技的东西还是非常有兴趣，靠语音
命令已经可以满足我日常的需要，当然了，除了听音乐、看导航，其他方面屏幕用处确实不大。
bo 音响是真的不错，听音乐确实嗨的飞起。"
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line油耗表现,"市区通勤百公里油耗基本在11-13L的样子，单趟
9KM，开车习惯基本是顶着限速跑，绝不拖沓，油门能踩狠点绝不慢慢提速，耐着性子试过温柔
开一箱油，油耗能降一两个吧，关键那样乐趣就没了，果断放弃，就是踩踩踩，都买2.0T了，还是开的爽重要。高速表现也不错巡航定个 100km
的速度油耗5个多不到6个，120km速度6个出头
点，140km 速度接近7个。"
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line动力表现,"动力这块，在这个价位里应该属于很能打的了，平时标准模式想超车踩一半就差不多够了，市区
通勤是绰绰有余。就是中途地板油的时候油门有
一秒迟滞很是烦人，真要飙车还得切个运动模式，距离人马合一还不知道要磨合多久。吐槽一下原厂胎严重影响动力发挥，地板油起步那打滑
声听着好尴尬，急刹车防抱死立马就出来了，后来前轮两条胎换成米其林ps3，问题得到解决，现在红绿灯起步和别人蹦老有信心了。过弯速度不宜过快，速度快过大弯被甩的有点狠。
动力充沛，起步虽然低速有顿挫，但是速度很快就能提起来，推背感强，随随便便就能踩到80，涡轮确实转速到2500才能介入，高速超
车信心不是特别满，因为会有一点延迟，提车回家时，从两个打车之问串行而过，由于涡轮介入的晚，提速和心理预期的有延迟，差点被后车顶了屁股，还好涡轮介入后提速够快。L2级的辅助驾驶也让人很省心，包括车道保持、自适应巡
航，用起来开高速非常轻松，只不过疲芳监控功能经常提醒我注意疲劳驾驶，明明刚起床精神的很，也不知道他是怎么判断出我疲芳的。"
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line空间感受,空间是真的没得说，最值得夸的就是这个了，上一辆车是大众速腾，空间完全没法比，现在后排坐人的情况下，还能翘二郎腿，空间非常满意，驾驶位往后拉再也不用担心被骂挤着后面了，缺点也还是有的，车头太高，前方视野有盲区，侧方停车多少有点没安全感。
福特蒙迪欧2022款 改款 EcoBoost 245 ST-Line智能配置,全景影像 座椅加热通风 360全景影像 爱奇艺 唱吧 L2辅助驾驶车机导航 PM2.5过滤等
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW售价,28.73万
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW优点,最满意的一点首当其冲肯定就是续航了，纯电车型最重要的一个参考指标肯定就是续航，如果续航拉胯，那各方面的用车感受绝对是大受影响。作为北汽集团重心思打造的品牌，极狐有着先天优势:国内电池巨头宁德时代三元锂电池，老牌国企北汽蓝谷的电控技术，高达94度的超大电量，还有能带来最强能量回收的单踏板模式，让小狐狸直接把续航拉满。不管是外出跑长途，还是露营一整夜空调（暖气），还是外放电烤肉，烤红薯，泡茶等等，还是低电量下的持续稳定性，都特别有安全感。里程焦虑？不存在的啦��
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW缺点,最不满意的就是车机，芯片不但不是8155，甚至也不是上一代的骁龙芯片。这个是合资工厂麦格纳方指定的因特尔芯片，没办法。ui设计方面也差主流新能源车型不少（Hi版的华为鸿蒙系统另当别论�）。不过虽然不能和主流的牛逼新能源车机比，但是也完爆燃油车了。还有的语音交互，娱乐功能都有，反正是够用，也还过得去。毕竟和这车的其他方面比起来，还要什么自行车。
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW外观,"第一次见小狐狸是在商场里，老婆一下就被小狐狸的前脸给迷住了。造型真的像一只估计一样可爱，特别是我们看到的薄荷银的展车，当时感觉就像是漆黑中的萤火虫一样，是那样的鲜明，那么的出众�。后来在看到跨界车的侧面，心里想，简直帅呆了，这流线，这造型，这大轮毂。和当时很火的比亚迪汉，小鹏p7，极客001这些比起来，丝毫不落下风。
车尾我觉得是一个减分项，和车头，侧面的大气豪华感比起来，那是相当拉垮，特别是几次跟着朋友（他和我一起买的一样的车）开，在后面看着就非常一般般。。如果能把阿尔法t的屁股挪到阿尔法s上就完美了�

尺寸上来说，虽然是轿车，但是因为跨界风格，尺寸又大，所以看起来比一般的suv还大

图片是在停车库，和邻居的沃尔沃xc60对比，还有一张是车友群两辆小狐狸欺负人的照片�"
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW性价比,这价位性价比当然是无敌。燕飞利仕音响，米其林轮胎，真皮座椅，360，方向盘加热，电动尾门，座椅通风加热，抬头显示，遥控驾驶，自动泊车，辅助驾驶等等配置直接拉满，应有尽有。抛开配置不说，我们看看同样700+续航，接近5米长的车（别家700+续航的车电池可没有这么大的哦），价格基本都是27、8万的，小狐狸还有一定的优惠。但是能买到一身全球顶级供应商，奔驰大G同型号麦格纳工厂制造，上钢下铝、车身扭转刚度达到恐怖的60000Nm/deg（特斯拉是20000，海豹40000），续航扎实，外观能打，内饰能扛的车车吗�
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW内饰,"独有特色的带鱼屏，加上蓝白配色的内饰，烤漆内饰板，整体氛围感上营造的就是一种高端豪华的感觉。座椅都是零重力座椅，坐着的时候感觉受力分摊到了各个部位，也就不会觉得坐久了会累了。座椅通风，座椅加热通通都得加强，春夏开车再也不怕冷屁股，湿屁股了�
氛围灯必须要点赞，配色足够多，可以轻松get到自己喜欢的氛围灯，又不会显得那么杀马特，亮度也可以自由调节。"
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW油耗表现,"目前18000+公里了，综合续航15.5。续航这一块算买小狐狸最大的决定项了。因为订车前安排了48小时深度试驾，9月的时候出去玩了两天，山路，高速，市区加全空调，算下来8折多。参考前一辆油车工信部油耗6.5，这种路况下来肯定不会低于8个，基本也就8折，所以非常能接受。毕竟试驾车嘛，懂的都懂，谁还不各种测试性能�，能耗能不高吗
车拿到之后基本就是秋天，空调用不着，单踏板情况下，上下班通勤基本9.5折以上，如果棉花脚肯定能反超。不过咱是电车，没必要省“油”，想怎么开怎么开�
最后就是冬天，这个不得不说冬天对各家电车都是个灾难，我就说说我的吧，不开暖气还行，室内加快速路我还是能开到8.5折，但是开暖气马上就拉胯了，如果开暖气在加高速120，基本只有6折左右，崩溃。

总的来说，因为是708公里超长续航，减去打折的里程，叫你不管是冬天还是什么的，一周充一次电轻松应对，真的很省心，也不会有里程焦虑了

另外就是充电口设计在后面着实是反人类，每次出去充电都是屁股对人，具体看图�"
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW动力表现,"小狐狸最好的一点驾驶感受就是地盘调教了，不愧是保时捷的地盘调教。虽然只是前麦弗逊后多连杆的配置，但是我缺感受到了可以媲美e级的感受。
动力方面因为是电车，动力随叫随到，比燃油车好得太多了，特别是国道上超车什么的，信心特别足。
单踏板模式是最大的惊喜了，丝滑无比，因为没有加速的顿挫，行驶过程远胜燃油车。基本上开车都不用踩刹车，经常我都在想我的刹车盘生锈怎么办�"
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW空间感受,"2915轴距，4930车长，1940车宽，让整个车，特别是后排空间巨大。坐我车的朋友没有不感叹空间的，上车就会说“这车好宽敞啊！”基本上后排坐三个人那叫一个轻松

后备箱也是一个很大的亮点，因为是跨界掀背造型，后备箱空间非常大，和suv比起来一点都不差，日常出行露营，后备箱能放好多露营的工具
有一次我们出去露营，一家三口就是在后备箱座椅放到铺成一张床，开着暖气美美的睡了一觉，特别舒服

储物上中控台下方设计是一个亮点，因为是断开的设计，有时候有点大的包也能放在这，不会挤着挡着的，很像有些mpv的设计"
ARCFOX极狐极狐 阿尔法S(ARCFOX αS)2022款 708S+ 175kW智能配置,智能化确实是小狐狸的弱点，不过极狐现在也在通过一次一次的ota进行优化，让我们车主在这方面的感受越来越好。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus售价,17.58万
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus优点,首先是动力强悍，起步超车都不在话下。油耗在城市道路和快速路也比较满意。整车的外形实车要比图片好看，灰色更符合我们家的审美，加上黑色内饰比较沉稳对于36岁的我更合适。新车回头率比较高，想要的功能都有，最终全家全票通过喜提现车。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus缺点,不满意的是起步深踩油门，车身状态不是很好，感觉轮胎有点受不了这么大的扭矩。应该上更宽一点的轮胎能好一些。然后就是身材娇小的人开视野不是很好，需要把座椅调到最高，不过有360影像辅助也还可以。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus外观,外观很漂亮，配上这个灰色，太完美了。车看着也很大。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus性价比,新车没优惠，直接提的现车，应该是保定第一辆。性价比个人感觉挺高，不然我也不会买啊。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus内饰,内饰很舍得用料，中控台子都是软包的，档把附近碳纤维材质很提升豪华感，个人觉得比钢琴烤漆好看，上档次。中控大屏跟魏派的一样，反应迅速，没出过卡顿。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus油耗表现,跑了800多公里了，一半高速一半市区。纯电主要在市区用，默认纯电优先模式，我起步比较猛，满电续航也就90km这样。高速开智能混动模式，油耗没有记录，但是在高速上我开到130，看了眼瞬时油耗显示10个多。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus动力表现,起步加速就不说了，很猛。我前天满载5人，开空调，高速120之后超车依然迅猛有力，这车不用担心动力问题。开高速4个小时，座椅有腰部支撑不累腰，我颈椎不好，倒是颈椎有点不舒服，下次套个U型枕应该会好一些。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus空间感受,我身高183cm，体重90kg，坐在驾驶位座椅基本调到最后位，后排座椅空间依旧很大，2810的轴距对空间提升还是挺明显的。
哈弗哈弗二代大狗新能源2023款 DHT-PHEV 105km 潮电版Plus智能配置,该有的都有，什么OTA升级，语音交互，360全景影像还带透明底盘的，手机50w的无线充电，HUD抬头显示，感应后备箱，自动防眩目后视镜，车道保持并线辅助主动刹车等等应有尽有。吐槽一点，360影像清晰度我觉得还可以更高一些。说一下这个电源外放功能，这个简直就是露营神器啊，你说你去野外生火太危险，一不小心就会发生火灾，有了电就不同了3.3kw的功率，电磁炉都能带起来，炒菜火锅都不在活下，这个功能爱了。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型售价,20.31万
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型优点,品牌是比较让人放心的，一听说是这个品牌的车，大家都会夸奖。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型缺点,就是觉得这个车里面有一点塑料的味道，特别是刚把这个车买回家的时候。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型外观,外观的造型设计确实是挺符合自己心目中的要求的，反正腰线的设计是比较饱满的，看起来就充满着运动感。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型性价比,愿意拿这个车去和同级别的车做对比，因为这个车是经得起对比的。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型内饰,我这个人对于配置的要求是不高的，所以我一直都认为这个车的配置还是可以的。反正平常我想用什么配置的时候，这个车基本上都是有的。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型油耗表现,从来都没觉得这个车的油耗高过，在我的眼里，我觉得这个车的油耗是正常的。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型动力表现,方向盘的转向是比较好掌控的，转弯的时候也会觉得好操控。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型空间感受,从这个车的外面来看，就知道这个车的空间一定是很大的，实际上也没有让自己失望。
奥迪奥迪A32023款 Sportback 35 TFSI 进取运动型智能配置,我这个人对于配置的要求是不高的，所以我一直都认为这个车的配置还是可以的。反正平常我想用什么配置的时候，这个车基本上都是有的。
哈弗哈弗H62022款 第三代 1.5T 自动两驱Pro售价,12.29万
